Dummy ID,Date of Txn,Transaction type,Amount
156902746,18Sep2017,D,6076
149092588,18Sep2017,C,4
146736742,18Sep2017,D,390
128489902,18Sep2017,D,400
111579346,18Sep2017,C,4960
107905642,18Sep2017,C,992
102591526,18Sep2017,C,2
92981440,18Sep2017,D,70
90452920,18Sep2017,C,30000
88898848,18Sep2017,D,26
88481986,18Sep2017,C,4
86860018,18Sep2017,C,10000
83946970,18Sep2017,D,2000
30026038,18Sep2017,D,46
27582316,18Sep2017,C,20
27448072,18Sep2017,D,591
26941714,18Sep2017,C,500
167186218,19Sep2017,D,300
145015300,19Sep2017,D,300
135424054,19Sep2017,D,319
135258568,19Sep2017,D,500
131749678,19Sep2017,C,131839
127137592,19Sep2017,D,15000
124952200,19Sep2017,D,6500
121264828,19Sep2017,D,400000
110992006,19Sep2017,C,444
109752526,19Sep2017,D,3600
106657624,19Sep2017,D,138086
89601994,19Sep2017,D,50000
88403002,19Sep2017,D,45441
81066490,19Sep2017,D,1000
41621608,19Sep2017,C,2183
30475846,19Sep2017,C,26880
30025054,19Sep2017,D,50
27396196,19Sep2017,C,50000
214186426,20Sep2017,D,23200
145459150,20Sep2017,C,1358
130450750,20Sep2017,D,25000
119029132,20Sep2017,D,10000
116988640,20Sep2017,D,100
114181414,20Sep2017,C,250
108844654,20Sep2017,C,34368
100811416,20Sep2017,D,773
98661814,20Sep2017,D,425000
91497460,20Sep2017,C,4940
86099050,20Sep2017,D,194
77934400,20Sep2017,D,191666
71263828,20Sep2017,D,10980
64287262,20Sep2017,D,502610
44969038,20Sep2017,D,150000
31423588,20Sep2017,D,14885
30367930,20Sep2017,D,77498
24345766,20Sep2017,C,150000
142517008,21Sep2017,D,1300
138116824,21Sep2017,C,145000
104701078,21Sep2017,C,16000
103307332,21Sep2017,C,3376
100130038,21Sep2017,C,25676
97471390,21Sep2017,D,2000
90070450,21Sep2017,D,475
77349376,21Sep2017,D,1000
74256400,21Sep2017,C,20000
68785234,21Sep2017,D,117
66783910,21Sep2017,D,352
63290524,21Sep2017,C,92033
61177036,21Sep2017,C,14
59088436,21Sep2017,C,100
50399992,21Sep2017,C,1425
40627048,21Sep2017,D,2500
32236006,21Sep2017,D,42847
31337140,21Sep2017,C,20000
166358086,22Sep2017,D,15000
166026772,22Sep2017,D,2000
153411922,22Sep2017,D,585
147571270,22Sep2017,D,364
147285208,22Sep2017,C,1000
134052868,22Sep2017,C,300820
129706954,22Sep2017,D,4000
127726102,22Sep2017,D,500
124789804,22Sep2017,D,7500
114113074,22Sep2017,C,1500000
109282618,22Sep2017,D,19262
108122860,22Sep2017,C,85000
96867148,22Sep2017,D,16670
55222372,22Sep2017,C,800
55053928,22Sep2017,C,7552
43467880,22Sep2017,C,1321
42921508,22Sep2017,D,35747
40771864,22Sep2017,C,3363
36496246,22Sep2017,C,33000
22788394,22Sep2017,D,4000
142698196,23Sep2017,D,1000
128143570,23Sep2017,D,500
120859996,23Sep2017,C,6940
107633236,23Sep2017,D,200
78185410,23Sep2017,D,500
68860018,23Sep2017,C,925
55930570,23Sep2017,D,200
24047578,23Sep2017,D,970
214786846,24Sep2017,D,3974
146729092,24Sep2017,D,498
138816148,24Sep2017,C,450000
136589932,24Sep2017,C,1000
128863870,24Sep2017,D,1100
128699068,24Sep2017,D,1202
128484148,24Sep2017,D,5000
107808346,24Sep2017,D,331
66559168,24Sep2017,D,1032
26829724,24Sep2017,D,2324
23576830,24Sep2017,D,12000
166974070,25Sep2017,D,900
150767380,25Sep2017,D,700000
149044870,25Sep2017,C,48155
147850312,25Sep2017,D,36355
147423328,25Sep2017,C,60000
140793508,25Sep2017,D,59533
137799268,25Sep2017,D,9046
122813662,25Sep2017,C,5000
116060116,25Sep2017,C,29500
112918696,25Sep2017,C,28425
105883426,25Sep2017,D,17103
105536470,25Sep2017,D,32942
100815418,25Sep2017,D,1140
78372634,25Sep2017,C,34740
74348860,25Sep2017,C,6
70478848,25Sep2017,C,1150
68275336,25Sep2017,C,1900
66335440,25Sep2017,D,71
47132314,25Sep2017,D,500
44548504,25Sep2017,D,500
31645312,25Sep2017,D,10000
29732032,25Sep2017,D,14542
29449486,25Sep2017,C,11
27984886,25Sep2017,D,1421
27362524,25Sep2017,D,20160
26655634,25Sep2017,C,490
26617504,25Sep2017,C,44
23743150,25Sep2017,D,2000
23391940,25Sep2017,D,23257
22602724,25Sep2017,C,500
22505926,25Sep2017,D,20000
170482918,26Sep2017,D,2000
156866926,26Sep2017,D,4000
153595732,26Sep2017,D,500
142514428,26Sep2017,D,120
132194770,26Sep2017,C,3000
112935034,26Sep2017,D,208281
109719418,26Sep2017,D,2000
109452922,26Sep2017,D,900000
103477366,26Sep2017,C,500
84926614,26Sep2017,D,1000000
77198476,26Sep2017,D,3500
72279424,26Sep2017,D,3329
60580786,26Sep2017,D,47671
43529470,26Sep2017,C,1000
43527790,26Sep2017,C,19440
31673980,26Sep2017,D,10000
24503674,26Sep2017,C,4500
23999314,26Sep2017,C,215203
23019994,26Sep2017,D,4000
22974472,26Sep2017,C,10000
214186426,27Sep2017,C,24800
171358222,27Sep2017,C,15957
140591080,27Sep2017,C,10000
131445874,27Sep2017,C,100500
128686084,27Sep2017,D,4000
115247110,27Sep2017,C,200
98570998,27Sep2017,D,2070
94017778,27Sep2017,C,2500
92635228,27Sep2017,C,12631
89941066,27Sep2017,D,48
74070562,27Sep2017,D,3768
57049510,27Sep2017,D,312
56362486,27Sep2017,C,169
42017014,27Sep2017,C,1579
40914010,27Sep2017,D,2000
36431284,27Sep2017,D,1000
31772200,27Sep2017,D,2600
31184596,27Sep2017,D,19074
30627478,27Sep2017,C,50000
26686582,27Sep2017,C,51
25414540,27Sep2017,C,500
23338606,27Sep2017,D,45000
22904038,27Sep2017,D,90000
166307452,28Sep2017,D,300
148259680,28Sep2017,D,13190
142007188,28Sep2017,D,10000
141885766,28Sep2017,C,33233
140187184,28Sep2017,D,2000
138285880,28Sep2017,D,31739
134031772,28Sep2017,C,19000
129678046,28Sep2017,D,20000
125652580,28Sep2017,D,16440
125344972,28Sep2017,D,722
119793610,28Sep2017,D,21000
117001258,28Sep2017,D,19700
116988592,28Sep2017,D,344
105766090,28Sep2017,D,200
103461586,28Sep2017,D,1850000
100275976,28Sep2017,C,65000
96772810,28Sep2017,D,420
95402098,28Sep2017,D,2000
91914688,28Sep2017,D,1293
73770826,28Sep2017,D,299
71949580,28Sep2017,C,3978
62066992,28Sep2017,C,1400
49842454,28Sep2017,C,100000
46891096,28Sep2017,D,20000
46003258,28Sep2017,C,77408
43761064,28Sep2017,C,4950
39281998,28Sep2017,D,30000
37257472,28Sep2017,D,14700
31981060,28Sep2017,D,10000
31423168,28Sep2017,C,3000
24617440,28Sep2017,D,300
24088636,28Sep2017,D,500
172511482,29Sep2017,C,15000
159920290,29Sep2017,C,50000
134032174,29Sep2017,D,19000
117700120,29Sep2017,D,100
113089564,29Sep2017,C,84202
104525926,29Sep2017,C,36865
85107412,29Sep2017,C,67939
82821016,29Sep2017,D,620
82009456,29Sep2017,C,5627
79294942,29Sep2017,D,50000
73588018,29Sep2017,D,29768
68214700,29Sep2017,C,31248
61174600,29Sep2017,D,16400
57285910,29Sep2017,D,3402
57112798,29Sep2017,D,300000
52679236,29Sep2017,C,644
49294210,29Sep2017,D,60000
42161254,29Sep2017,D,20000
38727136,29Sep2017,C,5352
37388050,29Sep2017,D,2856
30397414,29Sep2017,D,5020
29423830,29Sep2017,D,5600
28195564,29Sep2017,D,16400
27986692,29Sep2017,C,188
27192970,29Sep2017,C,15944
25640272,29Sep2017,D,15000
25128358,29Sep2017,C,32862
153596374,30Sep2017,D,2500
146279674,30Sep2017,D,6000
131540596,30Sep2017,D,3000
129686320,30Sep2017,D,500
128585518,30Sep2017,C,2500
113366056,30Sep2017,D,2000
71880244,30Sep2017,D,10000
49840774,30Sep2017,D,30000
157629076,01Oct2017,D,1700
115420678,01Oct2017,C,51
104673724,01Oct2017,D,5000
104311864,01Oct2017,D,398
86561998,01Oct2017,D,450
78490318,01Oct2017,C,5000
68723002,01Oct2017,D,100
63281572,01Oct2017,D,500
59952604,01Oct2017,D,30400
27565546,01Oct2017,D,301
26598742,01Oct2017,D,2000
24604246,01Oct2017,D,15000
23969902,01Oct2017,D,9121
156996616,02Oct2017,D,2000
141685018,02Oct2017,D,67
118119286,02Oct2017,C,16000
94940098,02Oct2017,D,1000
85985032,02Oct2017,D,500
53973028,02Oct2017,D,2000
40179688,02Oct2017,C,1030
39004564,02Oct2017,C,10000
166042264,03Oct2017,D,500
142097818,03Oct2017,D,20000
138720598,03Oct2017,C,3000
134255278,03Oct2017,D,21794
131365480,03Oct2017,C,16708
127943596,03Oct2017,C,1500
126442516,03Oct2017,D,4726
124499338,03Oct2017,D,1217672
122606080,03Oct2017,D,2500
119015530,03Oct2017,D,1359
104130124,03Oct2017,D,178
102281662,03Oct2017,D,30000
78485362,03Oct2017,D,2000
77324308,03Oct2017,D,16748
76790764,03Oct2017,C,20100
69895054,03Oct2017,D,8000
64546414,03Oct2017,D,1400000
59456206,03Oct2017,C,100
56702110,03Oct2017,C,37800
55163920,03Oct2017,C,44
31307302,03Oct2017,D,63720
28450300,03Oct2017,D,272
26310964,03Oct2017,C,20000
25748380,03Oct2017,D,1021
24483304,03Oct2017,D,869
24434224,03Oct2017,C,98850
189978484,04Oct2017,C,27843
176515144,04Oct2017,D,200
156615634,04Oct2017,D,330
153722938,04Oct2017,D,3171
150126610,04Oct2017,D,3000
149669434,04Oct2017,C,32000
146872198,04Oct2017,C,44264
143163628,04Oct2017,D,19171
136198732,04Oct2017,C,8785
134480548,04Oct2017,D,101191
129680986,04Oct2017,C,5000
124255798,04Oct2017,D,3914
123592222,04Oct2017,D,5000
122454952,04Oct2017,D,5738
121260094,04Oct2017,C,35200
91913878,04Oct2017,C,4000
89052016,04Oct2017,C,15000
83281438,04Oct2017,D,547
77364700,04Oct2017,D,1181
71827468,04Oct2017,D,1
63703498,04Oct2017,D,5612
63703270,04Oct2017,D,461
50142238,04Oct2017,D,20000
43891642,04Oct2017,D,20000
35339998,04Oct2017,D,20000
32069410,04Oct2017,D,400
30725482,04Oct2017,D,15254
30278986,04Oct2017,C,21916
27383764,04Oct2017,C,35310
26976046,04Oct2017,C,2
25850404,04Oct2017,D,672
25007074,04Oct2017,D,83
23662138,04Oct2017,C,22
22814644,04Oct2017,C,26152
187757014,05Oct2017,D,10000
144757678,05Oct2017,D,15000
142314118,05Oct2017,D,10000
136598674,05Oct2017,D,3034
114466774,05Oct2017,C,50000
112580434,05Oct2017,D,345
112387852,05Oct2017,D,33843
111642256,05Oct2017,C,16400
106063708,05Oct2017,D,22455
82104796,05Oct2017,D,1022
81819220,05Oct2017,C,56700
80982970,05Oct2017,D,12000
69133864,05Oct2017,D,1294
63605872,05Oct2017,D,8000
50098696,05Oct2017,D,6250
41266540,05Oct2017,D,50000
35951212,05Oct2017,D,6417
30979486,05Oct2017,C,212
27368908,05Oct2017,C,11437
27146770,05Oct2017,D,16935
24829138,05Oct2017,C,8000
23093758,05Oct2017,D,1800000
22664824,05Oct2017,C,12105
156027706,06Oct2017,D,12000
148940044,06Oct2017,D,7300
130943848,06Oct2017,C,19
127312576,06Oct2017,D,30000
118324174,06Oct2017,C,9000
116674144,06Oct2017,D,15000
104530798,06Oct2017,C,10000
96943246,06Oct2017,D,3000
82583212,06Oct2017,D,750
64734202,06Oct2017,D,9000
55806616,06Oct2017,D,122991
54500656,06Oct2017,C,20000
47526832,06Oct2017,D,796
45752452,06Oct2017,D,35768
30500602,06Oct2017,D,100525
29654092,06Oct2017,C,15878
28869004,06Oct2017,C,35000
28794100,06Oct2017,C,2000
28113946,06Oct2017,D,500000
26646040,06Oct2017,C,11665
167001712,07Oct2017,C,600
153289978,07Oct2017,C,9719
153051934,07Oct2017,C,20
150121558,07Oct2017,D,87582
146404498,07Oct2017,C,4800000
142094218,07Oct2017,D,8529
137909746,07Oct2017,D,4037
131547538,07Oct2017,D,9000
130850752,07Oct2017,D,2000
124501906,07Oct2017,D,35000
116828170,07Oct2017,D,4501
85995388,07Oct2017,D,10000
69521020,07Oct2017,C,3522
66895378,07Oct2017,D,690
51565792,07Oct2017,C,2040
50393800,07Oct2017,D,7881
41492152,07Oct2017,D,11473
40831642,07Oct2017,D,12560
40464598,07Oct2017,D,4800
31669426,07Oct2017,D,23533
27651928,07Oct2017,C,10000
22538662,07Oct2017,C,145000
121248304,08Oct2017,D,50
94343008,08Oct2017,D,8406
84118426,08Oct2017,D,10315
56639470,08Oct2017,C,6500
27237400,08Oct2017,D,50000
24607174,08Oct2017,D,589
23951842,08Oct2017,D,1224
214186426,09Oct2017,D,29800
165460510,09Oct2017,D,30000
153060280,09Oct2017,D,80
136599568,09Oct2017,C,20000
134029318,09Oct2017,C,2000
128785426,09Oct2017,D,7695
115955908,09Oct2017,D,1849
115088758,09Oct2017,D,13936
112317034,09Oct2017,D,13682
110801092,09Oct2017,D,10000
107389204,09Oct2017,D,399
102814888,09Oct2017,C,21336
102198622,09Oct2017,D,1500
98849902,09Oct2017,D,20000
95155888,09Oct2017,D,1000
74406964,09Oct2017,D,3340
64842400,09Oct2017,C,11994
61555516,09Oct2017,C,150000
48819592,09Oct2017,D,466
38886688,09Oct2017,D,5000
30936886,09Oct2017,D,119
25557622,09Oct2017,C,400000
22953334,09Oct2017,D,32615
220597768,10Oct2017,D,100000
208259422,10Oct2017,D,2500
157934122,10Oct2017,C,15000
157255078,10Oct2017,D,5000
131647546,10Oct2017,C,5000
131262490,10Oct2017,D,90
130843450,10Oct2017,D,8401
128684860,10Oct2017,C,24000
124866538,10Oct2017,C,8520
124598788,10Oct2017,C,18118
124498750,10Oct2017,D,2500
119231116,10Oct2017,C,15000
118453456,10Oct2017,D,12
118340962,10Oct2017,C,10000
115499494,10Oct2017,C,4000
112565284,10Oct2017,D,4500
106761670,10Oct2017,D,350
106761670,10Oct2017,D,20239
104597218,10Oct2017,D,10075
100113922,10Oct2017,C,290565
97560610,10Oct2017,C,39000
90322714,10Oct2017,D,6380
89050126,10Oct2017,D,48500
79304920,10Oct2017,C,19000
55099012,10Oct2017,D,16000
52450090,10Oct2017,D,29172
50102950,10Oct2017,D,12800
43759348,10Oct2017,D,8266
42161638,10Oct2017,D,13000
40733926,10Oct2017,D,20000
32034190,10Oct2017,D,3000
30590182,10Oct2017,D,13800
29244862,10Oct2017,C,3840
29077198,10Oct2017,D,100
27437092,10Oct2017,D,19659
24494326,10Oct2017,C,5000
22526686,10Oct2017,D,23081
22512646,10Oct2017,C,16589
214186426,11Oct2017,D,24800
146077798,11Oct2017,D,3000
145957444,11Oct2017,C,4500
141129736,11Oct2017,D,1000
131887336,11Oct2017,C,16853
119700088,11Oct2017,D,373
117593428,11Oct2017,C,50000
113466694,11Oct2017,C,32516
107076796,11Oct2017,D,409
99597742,11Oct2017,D,474
77934400,11Oct2017,D,5190
74780698,11Oct2017,D,164
70531060,11Oct2017,D,2501
64060582,11Oct2017,C,275
59678614,11Oct2017,D,500
54013612,11Oct2017,D,3322
49786246,11Oct2017,C,5300
41687146,11Oct2017,D,63228
38881156,11Oct2017,D,1000
30509578,11Oct2017,D,20000
24971464,11Oct2017,D,100
24566674,11Oct2017,C,5000
23437600,11Oct2017,D,5
23073322,11Oct2017,D,329
22529338,11Oct2017,C,42441
214186426,12Oct2017,D,29800
166050436,12Oct2017,C,1000
166040812,12Oct2017,D,500
159839878,12Oct2017,D,217
152673400,12Oct2017,D,2350
141683902,12Oct2017,D,238
140057068,12Oct2017,C,300000
138841468,12Oct2017,D,399
133639954,12Oct2017,C,160000
124375396,12Oct2017,C,5000
118115608,12Oct2017,D,10000
116750710,12Oct2017,D,400
109056004,12Oct2017,D,54000
108570514,12Oct2017,D,3180
91722478,12Oct2017,D,13000
87491806,12Oct2017,D,1601
76239982,12Oct2017,D,14720
41492404,12Oct2017,C,22950
39547612,12Oct2017,C,11833
38315458,12Oct2017,D,41000
31001932,12Oct2017,C,4484
28225552,12Oct2017,D,25000
26729818,12Oct2017,D,49770
26244034,12Oct2017,D,500
214186426,13Oct2017,D,28200
163175800,13Oct2017,C,3
149313496,13Oct2017,D,712
145113904,13Oct2017,D,565030
134690536,13Oct2017,D,300
126962584,13Oct2017,C,61934
119812720,13Oct2017,C,100000
117500656,13Oct2017,C,2
111788512,13Oct2017,D,2000
106948960,13Oct2017,D,1017
103652008,13Oct2017,D,50000
103462102,13Oct2017,D,43000
102814888,13Oct2017,C,25626
100426612,13Oct2017,D,2170
55617208,13Oct2017,C,4620
43037170,13Oct2017,D,309
42301018,13Oct2017,C,1000
27045586,13Oct2017,C,10579
25825354,13Oct2017,D,3500
25328140,13Oct2017,D,10000
23784994,13Oct2017,D,1000
23104060,13Oct2017,D,3747
22612516,13Oct2017,D,230
22542172,13Oct2017,D,48800
214186426,14Oct2017,D,23200
119394184,14Oct2017,D,500
116990440,14Oct2017,D,349
90013138,14Oct2017,D,200000
74622040,14Oct2017,D,300
66189268,14Oct2017,D,58000
48813280,14Oct2017,D,5000
166883104,15Oct2017,D,500
144952336,15Oct2017,D,280
144051634,15Oct2017,D,400
119789428,15Oct2017,D,379
118427362,15Oct2017,D,1500
105519388,15Oct2017,C,200
36616396,15Oct2017,D,5301
23058328,15Oct2017,D,1877
160143646,16Oct2017,D,2500
156480118,16Oct2017,D,5000
149182654,16Oct2017,C,550
146965930,16Oct2017,C,29988
144989338,16Oct2017,D,51
144052450,16Oct2017,D,295
144051670,16Oct2017,D,258
141866536,16Oct2017,D,5000
139653184,16Oct2017,D,20000
130455850,16Oct2017,D,2260
126581224,16Oct2017,D,9000
125834410,16Oct2017,D,10000
119292460,16Oct2017,D,14500
118628116,16Oct2017,D,100000
115821304,16Oct2017,D,299
104134480,16Oct2017,C,240
100806586,16Oct2017,D,1445
95166514,16Oct2017,D,500000
94464304,16Oct2017,D,5000
86218888,16Oct2017,C,6809
77934400,16Oct2017,D,15039
73578898,16Oct2017,C,49000
70814122,16Oct2017,D,272
70424446,16Oct2017,D,200000
61012684,16Oct2017,D,17559
58464652,16Oct2017,C,13000
50805520,16Oct2017,D,9012
37309012,16Oct2017,D,77412
31800694,16Oct2017,D,600000
30696172,16Oct2017,D,290000
29316310,16Oct2017,D,128
27542974,16Oct2017,D,4000
27103540,16Oct2017,C,213488
27045586,16Oct2017,C,17209
23075014,16Oct2017,D,126159
189999154,17Oct2017,D,7377
138496132,17Oct2017,D,5000
134580766,17Oct2017,C,21
131040700,17Oct2017,D,1000
126763186,17Oct2017,C,13913
119400136,17Oct2017,C,630000
116243140,17Oct2017,D,90
115160566,17Oct2017,D,799
114020938,17Oct2017,C,9923
105767236,17Oct2017,D,6000
100566256,17Oct2017,D,5000
94464430,17Oct2017,C,592896
90618370,17Oct2017,C,19120
87610090,17Oct2017,D,31735
87059848,17Oct2017,C,2
76401346,17Oct2017,C,70593
75527842,17Oct2017,C,60000
54924184,17Oct2017,D,8250
53520976,17Oct2017,C,150
48556936,17Oct2017,D,1748
44233666,17Oct2017,D,15000
41015818,17Oct2017,D,5000
37784482,17Oct2017,C,65
28536136,17Oct2017,C,14472
25888066,17Oct2017,C,588
23535262,17Oct2017,D,20000
23328184,17Oct2017,D,284
208267330,18Oct2017,D,3492
166199818,18Oct2017,D,400
157255588,18Oct2017,D,3000
153915202,18Oct2017,C,975000
149425684,18Oct2017,D,399
139181356,18Oct2017,D,5000
138951400,18Oct2017,C,11370
135627826,18Oct2017,D,12200
131765074,18Oct2017,C,2750
131551852,18Oct2017,D,25375
128592802,18Oct2017,D,100
125579566,18Oct2017,D,1245
121525744,18Oct2017,C,400
120790006,18Oct2017,C,31388
118023544,18Oct2017,C,99000
107171218,18Oct2017,D,199
105678868,18Oct2017,D,51
98274160,18Oct2017,D,66200
94611418,18Oct2017,C,50000
94595494,18Oct2017,D,2259
94170082,18Oct2017,D,347
70906312,18Oct2017,D,10000
69641800,18Oct2017,D,1250000
66111022,18Oct2017,D,4000
54981040,18Oct2017,D,2500000
35852470,18Oct2017,D,41331
31826308,18Oct2017,C,20000
27746320,18Oct2017,D,300
22549576,18Oct2017,C,106694
22503364,18Oct2017,D,5973
236090368,19Oct2017,D,19757
214186426,19Oct2017,D,29800
149088814,19Oct2017,D,1000
146880094,19Oct2017,D,2000
133737898,19Oct2017,D,40
130227130,19Oct2017,D,130
125654704,19Oct2017,D,341
119024758,19Oct2017,D,2180
108942958,19Oct2017,D,5000
107072836,19Oct2017,C,16
104967010,19Oct2017,D,294
93186706,19Oct2017,C,3696
92860144,19Oct2017,D,975
69131746,19Oct2017,C,12870
61623514,19Oct2017,D,1
50505136,19Oct2017,C,501
46773892,19Oct2017,D,100
42514738,19Oct2017,C,32560
37784182,19Oct2017,D,2000
36494614,19Oct2017,C,4
30710638,19Oct2017,D,12302
27729544,19Oct2017,D,778
25233478,19Oct2017,C,50
190028788,20Oct2017,C,36170
166037878,20Oct2017,D,635
145442890,20Oct2017,D,642
144978646,20Oct2017,D,1000
138806482,20Oct2017,D,10000
132107398,20Oct2017,D,10000
117294406,20Oct2017,C,7510
106992886,20Oct2017,D,120
65011168,20Oct2017,C,12
64842310,20Oct2017,D,2000
31200688,20Oct2017,D,500
148858066,21Oct2017,D,2738
131269114,21Oct2017,D,100
118427446,21Oct2017,D,10000
108592882,21Oct2017,D,500
90076444,21Oct2017,D,55
83350354,21Oct2017,D,1500
72871444,21Oct2017,C,350000
71402158,21Oct2017,C,250
61003432,21Oct2017,D,1374
37782448,21Oct2017,D,3500
26748910,21Oct2017,D,510000
26462320,21Oct2017,C,23100
24168586,21Oct2017,D,4174
140479798,22Oct2017,D,716
140465668,22Oct2017,D,600
138288838,22Oct2017,D,13498
130458724,22Oct2017,D,500
124367134,22Oct2017,D,165
116057530,22Oct2017,D,4500
74612620,22Oct2017,D,1500
58482466,22Oct2017,D,2000
55053850,22Oct2017,D,500
30485728,22Oct2017,D,748
150075616,23Oct2017,C,10000
144976972,23Oct2017,D,51
140692732,23Oct2017,D,51
138840598,23Oct2017,D,62471
117647596,23Oct2017,D,20000
101367400,23Oct2017,D,45000
97641430,23Oct2017,D,500
90071182,23Oct2017,D,2325
58162432,23Oct2017,D,5000
54081310,23Oct2017,D,1500
43037452,23Oct2017,D,492
39384556,23Oct2017,D,5000
38978518,23Oct2017,D,7512
36741898,23Oct2017,C,19451
23569414,23Oct2017,D,500
23000398,23Oct2017,D,4437
166172128,24Oct2017,C,181000
129802570,24Oct2017,D,73
116596276,24Oct2017,D,70000
112581058,24Oct2017,D,0
105767308,24Oct2017,D,500
105032152,24Oct2017,D,1000
93865270,24Oct2017,D,500
92712028,24Oct2017,D,400
64199374,24Oct2017,C,42240
63925618,24Oct2017,D,2999
53343166,24Oct2017,D,55700
49931494,24Oct2017,C,100
31523368,24Oct2017,D,46917
31132816,24Oct2017,C,71
28075390,24Oct2017,D,2000
28030246,24Oct2017,D,50000
25736170,24Oct2017,D,60000
25626298,24Oct2017,D,790
24958762,24Oct2017,D,10000
24862654,24Oct2017,C,1
145112560,25Oct2017,D,432136
140796880,25Oct2017,D,1
137782870,25Oct2017,D,4800
129793822,25Oct2017,C,51
129682300,25Oct2017,C,210
113486512,25Oct2017,C,2168
108355066,25Oct2017,D,32500
99600166,25Oct2017,C,1188065
96785398,25Oct2017,C,15000
95722582,25Oct2017,D,130000
84509842,25Oct2017,D,10000
31289836,25Oct2017,C,19732
30147820,25Oct2017,D,20000
27152590,25Oct2017,C,2600
22511332,25Oct2017,D,851286
22492162,25Oct2017,C,51529
152419042,26Oct2017,D,1500
149880124,26Oct2017,D,7740
132012214,26Oct2017,C,30000
129689764,26Oct2017,D,50000
124369282,26Oct2017,D,51
74470804,26Oct2017,D,504
54433774,26Oct2017,D,1600
29858062,26Oct2017,C,400
29846158,26Oct2017,D,400
23993608,26Oct2017,C,2
214186426,27Oct2017,D,29800
214186426,27Oct2017,D,20890
146077798,27Oct2017,D,7000
140468266,27Oct2017,C,200
134980780,27Oct2017,C,277044
133467544,27Oct2017,D,18367
133293622,27Oct2017,D,1000
131364922,27Oct2017,C,22479
130846834,27Oct2017,D,2000
117227752,27Oct2017,D,90000
101287180,27Oct2017,D,10000
94454020,27Oct2017,D,649
78824062,27Oct2017,C,28740
38471218,27Oct2017,D,350
38424946,27Oct2017,C,26380
35359522,27Oct2017,C,600000
31108510,27Oct2017,D,3000
30584398,27Oct2017,C,153
29554306,27Oct2017,C,42511
28580908,27Oct2017,D,24824
26691748,27Oct2017,D,10700
25520398,27Oct2017,D,8000
157250974,28Oct2017,D,400
137384218,28Oct2017,D,460
130946998,28Oct2017,D,200
127475254,28Oct2017,D,535
104413714,28Oct2017,D,500
47094730,28Oct2017,D,1000
28371250,28Oct2017,C,10000
25760350,28Oct2017,D,4000
25475524,28Oct2017,D,280
23843644,28Oct2017,D,4000
156863932,29Oct2017,C,14500
134431756,29Oct2017,C,5000
125929906,29Oct2017,D,1000
98914666,29Oct2017,D,658
50496724,29Oct2017,D,1000
31616728,29Oct2017,D,1325
227378560,30Oct2017,D,2000
190268938,30Oct2017,C,27266
189999154,30Oct2017,C,967
145520626,30Oct2017,D,95800
143280028,30Oct2017,C,20000
142015642,30Oct2017,D,10500
140691118,30Oct2017,D,10
140471404,30Oct2017,C,50
137790550,30Oct2017,D,500
134799784,30Oct2017,D,33594
120860062,30Oct2017,D,40000
118628134,30Oct2017,C,2500000
118015816,30Oct2017,D,6200
112263892,30Oct2017,C,4000
104673892,30Oct2017,C,500
104606866,30Oct2017,C,51
104218792,30Oct2017,C,10060
103762972,30Oct2017,D,645
98194732,30Oct2017,C,50000
96043798,30Oct2017,C,4
95335474,30Oct2017,C,164520
92863120,30Oct2017,D,12000
72414268,30Oct2017,C,105000
69760186,30Oct2017,D,812
40678468,30Oct2017,D,800000
35695246,30Oct2017,D,5000
31828234,30Oct2017,C,190000
29845240,30Oct2017,C,17
29795752,30Oct2017,D,18750
27740740,30Oct2017,C,1
24302338,30Oct2017,D,468
23257894,30Oct2017,C,13500
214186426,31Oct2017,D,20890
189894970,31Oct2017,C,1532
156691960,31Oct2017,D,59
146966944,31Oct2017,C,2600
136785922,31Oct2017,D,150
133921804,31Oct2017,D,280
133293076,31Oct2017,C,5000
133217674,31Oct2017,C,51
129989914,31Oct2017,D,5000
128697034,31Oct2017,C,600
127310614,31Oct2017,C,38659
123799948,31Oct2017,C,28910
123204658,31Oct2017,D,500
119016256,31Oct2017,D,185
118896934,31Oct2017,D,10
116828170,31Oct2017,D,1300
115224904,31Oct2017,C,51996
115162258,31Oct2017,D,582
114354784,31Oct2017,C,5033
114092914,31Oct2017,D,51
108211084,31Oct2017,C,125972
86949352,31Oct2017,C,1152
84794830,31Oct2017,C,6990
79802686,31Oct2017,C,18760
78185878,31Oct2017,D,26000
73731556,31Oct2017,C,25000
71175868,31Oct2017,D,23662
68142034,31Oct2017,C,500000
64060612,31Oct2017,D,500
61761790,31Oct2017,C,22195
40957510,31Oct2017,C,35390
28026130,31Oct2017,C,44120
24079408,31Oct2017,D,667
22987738,31Oct2017,D,5000
226281346,01Nov2017,D,30
166306720,01Nov2017,D,540
153721552,01Nov2017,D,195
146077798,01Nov2017,D,10000
143523652,01Nov2017,C,14586
142315990,01Nov2017,D,18244
142209592,01Nov2017,C,1592
139927846,01Nov2017,D,2000
138501094,01Nov2017,D,3500
134977624,01Nov2017,D,100
134776414,01Nov2017,D,50
128139706,01Nov2017,D,130000
126343888,01Nov2017,C,160104
124365232,01Nov2017,D,743
114623086,01Nov2017,C,18000
112806904,01Nov2017,D,1000
106868908,01Nov2017,C,16622
103957660,01Nov2017,D,290000
102389710,01Nov2017,D,3500
100883776,01Nov2017,D,26008
